1.832859202057123184e+03,2.600000000000000000e+01
1.832859202057123184e+03,2.762477111816406250e+02
1.832859202057123184e+03,2.821096191406250000e+02
1.832859202057123184e+03,2.832423706054687500e+02
1.832859202057123184e+03,2.836926879882812500e+02
1.832859202057123184e+03,2.836926879882812500e+02
1.833490225225687027e+03,2.827004089355468750e+02
1.834121248394250870e+03,2.808377075195312500e+02
1.834752271562814713e+03,2.831964111328125000e+02
1.835262894779443741e+03,4.710250854492187500e+02
1.835263152986764908e+03,6.040209350585937500e+02
1.835273140579462051e+03,7.517033691406250000e+02
1.835273486763238907e+03,2.488411621093750000e+03
1.835283381372690201e+03,9.227151489257812500e+02
1.835283704906702042e+03,6.347609863281250000e+03
1.835293753296136856e+03,1.258688232421875000e+03
1.835293899446725845e+03,2.063894042968750000e+03
1.835924922615289688e+03,5.967847290039062500e+02
1.836555945783853531e+03,4.694175109863281250e+02
1.837186968952417374e+03,4.251874389648437500e+02
1.837817991882562637e+03,4.007269287109375000e+02
1.837907387405633926e+03,3.975712280273437500e+02
1.837907387405633926e+03,3.975712280273437500e+02
1.838107387408614159e+03,3.916079101562500000e+02
1.838107387408614159e+03,3.916079101562500000e+02
1.839107387408614159e+03,3.720393676757812500e+02
1.840107387408614159e+03,3.573890686035156250e+02
1.841107387408614159e+03,3.456558837890625000e+02
1.842107387408614159e+03,3.358584899902343750e+02
1.843107387408614159e+03,3.274320983886718750e+02
1.844107387408614159e+03,3.200243530273437500e+02
1.845107387408614159e+03,3.134036254882812500e+02
1.846107387408614159e+03,3.074111938476562500e+02
1.847107387408614159e+03,3.019340209960937500e+02
1.848107387408614159e+03,2.968889160156250000e+02
1.849107387408614159e+03,2.922127075195312500e+02
1.850107387408614159e+03,2.878561401367187500e+02
1.850107387408614159e+03,2.878561401367187500e+02
1.850157387409359217e+03,2.778369140625000000e+02
1.850207387410104275e+03,2.820769348144531250e+02
1.850257387414574623e+03,2.831854553222656250e+02
1.850307387411594391e+03,2.836411132812500000e+02
1.850307387411594391e+03,2.836411132812500000e+02
1.850934220492839813e+03,2.827735290527343750e+02
1.851561053574085236e+03,2.851734313964843750e+02
1.852187886536121368e+03,3.205427856445312500e+02
1.852686535656452179e+03,4.967230834960937500e+02
1.852686663925647736e+03,6.594903564453125000e+02
1.852712066233158112e+03,5.958619995117187500e+02
1.852712373554706573e+03,2.336769531250000000e+03
1.852737285673618317e+03,7.893067626953125000e+02
1.852737608969211578e+03,2.011077392578125000e+03
1.852762130320072174e+03,7.377482910156250000e+02
1.852762345612049103e+03,8.667696533203125000e+02
1.853389178574085236e+03,5.571330566406250000e+02
1.854016011774539948e+03,4.574832153320312500e+02
1.854642844736576080e+03,4.223248596191406250e+02
1.855269677698612213e+03,4.013924560546875000e+02
1.855322052061557770e+03,3.997259826660156250e+02
1.855322052061557770e+03,3.997259826660156250e+02
1.855522052064538002e+03,3.942118835449218750e+02
1.855522052064538002e+03,3.942118835449218750e+02
1.856522052064538002e+03,3.749375305175781250e+02
1.857522052064538002e+03,3.600594787597656250e+02
1.858522052064538002e+03,3.480209045410156250e+02
1.859522052064538002e+03,3.379552917480468750e+02
1.860522052064538002e+03,3.293134765625000000e+02
1.861522052064538002e+03,3.217345275878906250e+02
1.862522052064538002e+03,3.149755554199218750e+02
1.863522052064538002e+03,3.088687133789062500e+02
1.864522052064538002e+03,3.032945861816406250e+02
1.865522052064538002e+03,2.981655578613281250e+02
1.866522052064538002e+03,2.934154663085937500e+02
1.867522052064538002e+03,2.889930114746093750e+02
1.867522052064538002e+03,2.889930114746093750e+02
1.867572052065283060e+03,2.802353210449218750e+02
1.867622052066028118e+03,2.832797546386718750e+02
1.867672052070498466e+03,2.843161926269531250e+02
1.867722052067518234e+03,2.847576293945312500e+02
1.867722052067518234e+03,2.847576293945312500e+02
1.868358611017465591e+03,2.837255249023437500e+02
1.868995169967412949e+03,2.821316528320312500e+02
1.869631728857755661e+03,2.940499267578125000e+02
1.870131141871213913e+03,4.882484741210937500e+02
1.870131389826536179e+03,6.593970336914062500e+02
1.870146155089139938e+03,6.955925903320312500e+02
1.870146394222974777e+03,1.100511230468750000e+03
1.870782952994108200e+03,5.993193359375000000e+02
1.871419512003660202e+03,4.669831542968750000e+02
1.872056070774793625e+03,4.246598510742187500e+02
1.872575823277235031e+03,4.040870056152343750e+02
1.872576080292463303e+03,4.040768432617187500e+02
1.872814523667097092e+03,3.965726013183593750e+02
1.872814523667097092e+03,3.965726013183593750e+02
1.873014523670077324e+03,3.912683410644531250e+02
1.873014523670077324e+03,3.912683410644531250e+02
1.874014523670077324e+03,3.730602722167968750e+02
1.875014523670077324e+03,3.588688964843750000e+02
1.876014523670077324e+03,3.472584838867187500e+02
1.877014523670077324e+03,3.374692382812500000e+02
1.878014523670077324e+03,3.290138549804687500e+02
1.879014523670077324e+03,3.215658874511718750e+02
1.880014523670077324e+03,3.149022521972656250e+02
1.881014523670077324e+03,3.088668518066406250e+02
1.882014523670077324e+03,3.033474731445312500e+02
1.883014523670077324e+03,2.982611083984375000e+02
1.884014523670077324e+03,2.935446472167968750e+02
1.885014523670077324e+03,2.891488647460937500e+02
1.885014523670077324e+03,2.891456604003906250e+02
1.885064523670822382e+03,2.815216979980468750e+02
1.885114523671567440e+03,2.836055603027343750e+02
1.885164523676037788e+03,2.845234985351562500e+02
1.885214523673057556e+03,2.849382324218750000e+02
1.885214523673057556e+03,2.849382324218750000e+02
1.886479356050491333e+03,2.823457031250000000e+02
1.887744188427925110e+03,4.997616271972656250e+02
1.889009020686149597e+03,4.510342102050781250e+02
1.890273853182792664e+03,4.027208557128906250e+02
1.890273853182792664e+03,4.027208557128906250e+02
1.890473853185772896e+03,3.959966430664062500e+02
1.890473853185772896e+03,3.959966430664062500e+02
1.891473853185772896e+03,3.745763854980468750e+02
1.892473853185772896e+03,3.591069030761718750e+02
1.893473853185772896e+03,3.470152893066406250e+02
1.894473853185772896e+03,3.370660705566406250e+02
1.895473853185772896e+03,3.285822143554687500e+02
1.896473853185772896e+03,3.211596069335937500e+02
1.897473853185772896e+03,3.145419921875000000e+02
1.898473853185772896e+03,3.085585632324218750e+02
1.899473853185772896e+03,3.030904846191406250e+02
1.900473853185772896e+03,2.980519714355468750e+02
1.901473853185772896e+03,2.933788452148437500e+02
1.902473853185772896e+03,2.890216369628906250e+02
1.902473853185772896e+03,2.890216369628906250e+02
1.902523853186517954e+03,2.824076538085937500e+02
1.902573853187263012e+03,2.836989135742187500e+02
1.902623853191733360e+03,2.844784545898437500e+02
1.902673853188753128e+03,2.848583679199218750e+02
1.902673853188753128e+03,2.848583679199218750e+02
1.903938327699899673e+03,3.105440673828125000e+02
1.905202802211046219e+03,4.524563293457031250e+02
1.906467276841402054e+03,4.598753967285156250e+02
1.907731751233339310e+03,4.039764099121093750e+02
1.907731751233339310e+03,4.039764099121093750e+02
1.907931751236319542e+03,3.979297790527343750e+02
1.907931751236319542e+03,3.979297790527343750e+02
